id,type,subtype,name,level_id,building_id,host_id,zone_id,status
P-B,parking_zone,,Sportcluster west,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
P-C,parking_zone,,Openbare stroken zuid,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
P-D,parking_zone,,Voorzieningencluster oost,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
P-E,parking_zone,,Overige directe omgeving,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
PARCEL-001,parcel,,Conceptperceel,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
ROOF-BLD-EXISTING,slab,roof,,LRF,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
ROOF-BLD-EXTENSION,slab,roof,,LRF,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SITE-001,site,,Projectomgeving,,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SLAB-BLD-EXISTING-L00,slab,floor,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SLAB-BLD-EXISTING-L01,slab,floor,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SLAB-BLD-EXTENSION-L00,slab,floor,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SLAB-BLD-EXTENSION-L01,slab,floor,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-01,space,,Entree en verkeersruimte,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-02,space,,Gebedsruimte heren,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-03,space,,Ontmoeting en conferentie,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-04,space,,Wasruimte en toiletten,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-05,space,,Uitbreiding multifunctioneel west,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L00-06,space,,Uitbreiding multifunctioneel oost,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-01,space,,Gebedsruimte dames,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-02,space,,Kantine en ontmoeting,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-03,space,,Leslokaal 1,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-04,space,,Leslokaal 2 en sanitair,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-05,space,,Uitbreiding les en gebed west,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
SP-L01-06,space,,Uitbreiding les en gebed oost,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
STAIR-001,stair,,Hoofdtrap,L00,,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-E-N,wall,external,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-E-S,wall,external,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-I1,wall,internal,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-I2,wall,internal,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-I3,wall,internal,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-N,wall,external,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-S,wall,external,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L00-W,wall,external,,L00,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-E-N,wall,external,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-E-S,wall,external,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-I1,wall,internal,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-I2,wall,internal,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-I3,wall,internal,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-N,wall,external,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-S,wall,external,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-EX-L01-W,wall,external,,L01,BLD-EXISTING,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L00-E,wall,external,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L00-I1,wall,internal,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L00-I2,wall,internal,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L00-N,wall,external,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L00-S,wall,external,,L00,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L01-E,wall,external,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L01-I1,wall,internal,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L01-I2,wall,internal,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L01-N,wall,external,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WALL-NEW-L01-S,wall,external,,L01,BLD-EXTENSION,,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-001,opening,window,,L00,,WALL-EX-L00-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-002,opening,window,,L00,,WALL-EX-L00-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-003,opening,window,,L00,,WALL-EX-L00-W,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-004,opening,window,,L00,,WALL-NEW-L00-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-005,opening,window,,L00,,WALL-NEW-L00-E,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-006,opening,window,,L01,,WALL-EX-L01-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-007,opening,window,,L01,,WALL-EX-L01-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-008,opening,window,,L01,,WALL-EX-L01-W,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-009,opening,window,,L01,,WALL-NEW-L01-N,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
WINDOW-010,opening,window,,L01,,WALL-NEW-L01-E,,CONCEPT MODEL - NOT FOR SUBMISSION OR EXECUTION
